Customer Name,Order Date,Quantity,Sales
Natalie Webber,2015-06-30,0,0.0
Ann Steele,2015-12-31,0,0.0
Natalie Webber,2015-04-30,0,0.0
Natalie Webber,2015-03-31,0,0.0
Natalie Webber,2016-09-30,0,0.0
Natalie Webber,2016-10-31,0,0.0
Ann Steele,2015-08-31,0,0.0
Natalie Webber,2016-12-31,0,0.0
Nathan Cano,2015-03-31,0,0.0
Nathan Cano,2015-02-28,0,0.0
Nathan Cano,2015-01-31,0,0.0
Nathan Cano,2014-11-30,0,0.0
Nathan Cano,2014-10-31,0,0.0
Nathan Cano,2014-09-30,0,0.0
Nathan Cano,2014-08-31,0,0.0
Nathan Cano,2014-07-31,0,0.0
Nathan Cano,2014-06-30,0,0.0
Ann Steele,2015-06-30,0,0.0
Ann Steele,2015-07-31,0,0.0
Natalie Webber,2017-06-30,0,0.0
Natalie Webber,2017-05-31,0,0.0
Natalie Webber,2017-04-30,0,0.0
Natalie Webber,2017-03-31,0,0.0
Natalie Webber,2017-02-28,0,0.0
Natalie Webber,2017-01-31,0,0.0
Natalie DeCherney,2015-01-31,0,0.0
Ann Steele,2017-06-30,0,0.0
Muhammed Yedwab,2017-08-31,0,0.0
Naresj Patel,2015-05-31,0,0.0
Naresj Patel,2016-01-31,0,0.0
Anna Andreadi,2015-06-30,0,0.0
Naresj Patel,2015-11-30,0,0.0
Naresj Patel,2015-10-31,0,0.0
Naresj Patel,2015-09-30,0,0.0
Anna Andreadi,2015-07-31,0,0.0
Naresj Patel,2015-07-31,0,0.0
Naresj Patel,2015-06-30,0,0.0
Naresj Patel,2015-04-30,0,0.0
Naresj Patel,2016-03-31,0,0.0
Naresj Patel,2015-03-31,0,0.0
Naresj Patel,2015-02-28,0,0.0
Naresj Patel,2015-01-31,0,0.0
Naresj Patel,2014-12-31,0,0.0
Naresj Patel,2014-11-30,0,0.0
Naresj Patel,2014-10-31,0,0.0
Naresj Patel,2014-09-30,0,0.0
Naresj Patel,2014-08-31,0,0.0
Naresj Patel,2016-02-29,0,0.0
Naresj Patel,2016-04-30,0,0.0
Natalie DeCherney,2014-10-31,0,0.0
Naresj Patel,2017-03-31,0,0.0
Naresj Patel,2017-11-30,0,0.0
Naresj Patel,2017-10-31,0,0.0
Naresj Patel,2017-09-30,0,0.0
Naresj Patel,2017-08-31,0,0.0
Naresj Patel,2017-07-31,0,0.0
Naresj Patel,2017-06-30,0,0.0
Naresj Patel,2017-05-31,0,0.0
Naresj Patel,2017-04-30,0,0.0
Naresj Patel,2017-02-28,0,0.0
Naresj Patel,2016-05-31,0,0.0
Naresj Patel,2017-01-31,0,0.0
Naresj Patel,2016-12-31,0,0.0
Naresj Patel,2016-11-30,0,0.0
Naresj Patel,2016-10-31,0,0.0
Naresj Patel,2016-09-30,0,0.0
Naresj Patel,2016-08-31,0,0.0
Naresj Patel,2016-07-31,0,0.0
Naresj Patel,2016-06-30,0,0.0
Anna Andreadi,2015-08-31,0,0.0
Anna Andreadi,2015-09-30,0,0.0
Anna Andreadi,2015-10-31,0,0.0
Nancy Lomonaco,2015-05-31,0,0.0
Nancy Lomonaco,2016-01-31,0,0.0
Nancy Lomonaco,2015-12-31,0,0.0
Nancy Lomonaco,2015-11-30,0,0.0
Nancy Lomonaco,2015-10-31,0,0.0
Nancy Lomonaco,2015-09-30,0,0.0
Anna Andreadi,2016-02-29,0,0.0
Nancy Lomonaco,2015-07-31,0,0.0
Nancy Lomonaco,2015-06-30,0,0.0
Nancy Lomonaco,2015-04-30,0,0.0
Anna Andreadi,2015-12-31,0,0.0
Nancy Lomonaco,2015-03-31,0,0.0
Nancy Lomonaco,2015-02-28,0,0.0
Nancy Lomonaco,2015-01-31,0,0.0
Nancy Lomonaco,2014-12-31,0,0.0
Nancy Lomonaco,2014-11-30,0,0.0
Anna Andreadi,2016-03-31,0,0.0
Anna Andreadi,2016-04-30,0,0.0
Anna Andreadi,2016-05-31,0,0.0
Nancy Lomonaco,2016-02-29,0,0.0
Nancy Lomonaco,2016-03-31,0,0.0
Nancy Lomonaco,2016-04-30,0,0.0
Anna Andreadi,2016-01-31,0,0.0
Nancy Lomonaco,2017-10-31,0,0.0
Nancy Lomonaco,2017-09-30,0,0.0
Nancy Lomonaco,2017-08-31,0,0.0
Nancy Lomonaco,2017-07-31,0,0.0
Nancy Lomonaco,2017-06-30,0,0.0
Nancy Lomonaco,2017-05-31,0,0.0
Nancy Lomonaco,2017-04-30,0,0.0
Nancy Lomonaco,2017-03-31,0,0.0
Nancy Lomonaco,2017-02-28,0,0.0
Nancy Lomonaco,2017-01-31,0,0.0
Nancy Lomonaco,2016-12-31,0,0.0
Nancy Lomonaco,2016-11-30,0,0.0
Nancy Lomonaco,2016-10-31,0,0.0
Nancy Lomonaco,2016-09-30,0,0.0
Nancy Lomonaco,2016-08-31,0,0.0
Nancy Lomonaco,2016-07-31,0,0.0
Nancy Lomonaco,2016-06-30,0,0.0
Anna Andreadi,2015-05-31,0,0.0
Anna Andreadi,2015-04-30,0,0.0
Nat Carroll,2014-04-30,0,0.0
Nat Gilpin,2016-03-31,0,0.0
Nat Gilpin,2016-11-30,0,0.0
Nat Gilpin,2016-10-31,0,0.0
Nat Gilpin,2016-09-30,0,0.0
Nat Gilpin,2016-08-31,0,0.0
Nat Gilpin,2016-07-31,0,0.0
Nat Gilpin,2016-06-30,0,0.0
Nat Gilpin,2016-05-31,0,0.0
Nat Gilpin,2016-04-30,0,0.0
Nat Gilpin,2016-02-29,0,0.0
Nat Gilpin,2015-04-30,0,0.0
Nat Gilpin,2016-01-31,0,0.0
Nat Gilpin,2015-12-31,0,0.0
Nat Gilpin,2015-11-30,0,0.0
Nat Gilpin,2015-10-31,0,0.0
Anna Andreadi,2014-09-30,0,0.0
Nat Gilpin,2015-08-31,0,0.0
Nat Gilpin,2015-07-31,0,0.0
Nat Gilpin,2015-06-30,0,0.0
Nat Gilpin,2016-12-31,0,0.0
Nat Gilpin,2017-01-31,0,0.0
Anna Andreadi,2014-08-31,0,0.0
Nat Gilpin,2017-03-31,0,0.0
Natalie DeCherney,2014-09-30,0,0.0
Natalie DeCherney,2014-08-31,0,0.0
Natalie DeCherney,2014-07-31,0,0.0
Natalie DeCherney,2014-06-30,0,0.0
Natalie DeCherney,2014-05-31,0,0.0
Natalie DeCherney,2014-04-30,0,0.0
Natalie DeCherney,2014-03-31,0,0.0
Natalie DeCherney,2014-02-28,0,0.0
Ann Steele,2017-07-31,0,0.0
Ann Steele,2017-08-31,0,0.0
Nat Gilpin,2017-10-31,0,0.0
Nat Gilpin,2017-09-30,0,0.0
Anna Andreadi,2014-07-31,0,0.0
Nat Gilpin,2017-07-31,0,0.0
Nat Gilpin,2017-06-30,0,0.0
Nat Gilpin,2017-05-31,0,0.0
Nat Gilpin,2017-04-30,0,0.0
Nat Gilpin,2015-05-31,0,0.0
Nat Gilpin,2015-03-31,0,0.0
Anna Andreadi,2015-03-31,0,0.0
Nat Carroll,2015-03-31,0,0.0
Nat Carroll,2015-11-30,0,0.0
Nat Carroll,2015-10-31,0,0.0
Nat Carroll,2015-09-30,0,0.0
Nat Carroll,2015-08-31,0,0.0
Nat Carroll,2015-07-31,0,0.0
Nat Carroll,2015-06-30,0,0.0
Nat Carroll,2015-05-31,0,0.0
Anna Andreadi,2015-02-28,0,0.0
Nat Carroll,2015-02-28,0,0.0
Nat Gilpin,2015-02-28,0,0.0
Nat Carroll,2015-01-31,0,0.0
Nat Carroll,2014-12-31,0,0.0
Nat Carroll,2014-11-30,0,0.0
Nat Carroll,2014-10-31,0,0.0
Nat Carroll,2014-09-30,0,0.0
Nat Carroll,2014-08-31,0,0.0
Nat Carroll,2014-07-31,0,0.0
Nat Carroll,2014-06-30,0,0.0
Nat Carroll,2015-12-31,0,0.0
Nat Carroll,2016-01-31,0,0.0
Nat Carroll,2016-02-29,0,0.0
Nat Carroll,2016-03-31,0,0.0
Nat Gilpin,2015-01-31,0,0.0
Nat Gilpin,2014-12-31,0,0.0
Anna Andreadi,2014-10-31,0,0.0
Anna Andreadi,2014-11-30,0,0.0
Nat Carroll,2017-04-30,0,0.0
Nat Carroll,2017-03-31,0,0.0
Nat Carroll,2017-02-28,0,0.0
Nat Carroll,2017-01-31,0,0.0
Nat Carroll,2016-12-31,0,0.0
Anna Andreadi,2015-01-31,0,0.0
Nat Carroll,2016-10-31,0,0.0
Nat Carroll,2016-09-30,0,0.0
Nat Carroll,2016-08-31,0,0.0
Nat Carroll,2016-07-31,0,0.0
Nat Carroll,2016-06-30,0,0.0
Nat Carroll,2016-05-31,0,0.0
Nat Carroll,2016-04-30,0,0.0
Angele Hood,2015-05-31,0,0.0
Odella Nelson,2016-01-31,0,0.0
Nora Paige,2017-01-31,0,0.0
Pete Kriz,2017-04-30,0,0.0
Andrew Gjertsen,2016-05-31,0,0.0
Andrew Gjertsen,2016-06-30,0,0.0
Pete Kriz,2017-10-31,0,0.0
Andrew Gjertsen,2016-07-31,0,0.0
Andrew Gjertsen,2016-08-31,0,0.0
Pete Kriz,2017-07-31,0,0.0
Pete Kriz,2017-06-30,0,0.0
Pete Kriz,2017-05-31,0,0.0
Andrew Gjertsen,2016-09-30,0,0.0
Pete Takahito,2014-11-30,0,0.0
Pete Kriz,2017-02-28,0,0.0
Pete Kriz,2017-01-31,0,0.0
Andrew Gjertsen,2016-11-30,0,0.0
Pete Kriz,2016-11-30,0,0.0
Pete Kriz,2016-10-31,0,0.0
Andrew Gjertsen,2016-12-31,0,0.0
Pete Kriz,2016-07-31,0,0.0
Pete Kriz,2016-06-30,0,0.0
Pete Takahito,2014-10-31,0,0.0
Pete Takahito,2014-12-31,0,0.0
Andrew Gjertsen,2017-01-31,0,0.0
Pete Takahito,2015-11-30,0,0.0
Pete Takahito,2016-07-31,0,0.0
Pete Takahito,2016-06-30,0,0.0
Pete Takahito,2016-05-31,0,0.0
Pete Takahito,2016-04-30,0,0.0
Pete Takahito,2016-03-31,0,0.0
Pete Takahito,2016-02-29,0,0.0
Pete Takahito,2016-01-31,0,0.0
Pete Takahito,2015-12-31,0,0.0
Pete Takahito,2015-10-31,0,0.0
Pete Takahito,2015-01-31,0,0.0
Pete Takahito,2015-09-30,0,0.0
Pete Takahito,2015-08-31,0,0.0
Pete Takahito,2015-07-31,0,0.0
Pete Takahito,2015-06-30,0,0.0
Pete Takahito,2015-05-31,0,0.0
Pete Takahito,2015-04-30,0,0.0
Pete Takahito,2015-03-31,0,0.0
Pete Takahito,2015-02-28,0,0.0
Pete Kriz,2016-05-31,0,0.0
Pete Kriz,2016-03-31,0,0.0
Paul Van Hugh,2015-01-31,0,0.0
Pete Armstrong,2016-05-31,0,0.0
Pete Armstrong,2017-02-28,0,0.0
Pete Armstrong,2017-01-31,0,0.0
Pete Armstrong,2016-12-31,0,0.0
Andrew Gjertsen,2017-04-30,0,0.0
Pete Armstrong,2016-09-30,0,0.0
Pete Armstrong,2016-08-31,0,0.0
Pete Armstrong,2016-07-31,0,0.0
Pete Armstrong,2016-06-30,0,0.0
Pete Armstrong,2016-04-30,0,0.0
Pete Armstrong,2017-04-30,0,0.0
Pete Armstrong,2016-03-31,0,0.0
Pete Armstrong,2016-02-29,0,0.0
Pete Armstrong,2016-01-31,0,0.0
Pete Armstrong,2015-12-31,0,0.0
Pete Armstrong,2015-11-30,0,0.0
Andrew Gjertsen,2017-05-31,0,0.0
Pete Armstrong,2015-09-30,0,0.0
Pete Armstrong,2015-08-31,0,0.0
Pete Armstrong,2017-03-31,0,0.0
Pete Armstrong,2017-05-31,0,0.0
Pete Kriz,2016-02-29,0,0.0
Pete Kriz,2015-05-31,0,0.0
Pete Kriz,2016-01-31,0,0.0
Pete Kriz,2015-12-31,0,0.0
Pete Kriz,2015-11-30,0,0.0
Pete Kriz,2015-10-31,0,0.0
Pete Kriz,2015-09-30,0,0.0
Pete Kriz,2015-08-31,0,0.0
Pete Kriz,2015-07-31,0,0.0
Pete Kriz,2015-06-30,0,0.0
Pete Kriz,2015-04-30,0,0.0
Pete Armstrong,2017-06-30,0,0.0
Pete Kriz,2015-03-31,0,0.0
Pete Kriz,2015-02-28,0,0.0
Pete Kriz,2015-01-31,0,0.0
Pete Kriz,2014-12-31,0,0.0
Andrew Gjertsen,2017-02-28,0,0.0
Andrew Gjertsen,2017-03-31,0,0.0
Pete Armstrong,2017-08-31,0,0.0
Pete Armstrong,2017-07-31,0,0.0
Pete Takahito,2016-08-31,0,0.0
Andrew Gjertsen,2016-04-30,0,0.0
Pete Takahito,2016-10-31,0,0.0
Peter Fuller,2014-11-30,0,0.0
Peter Fuller,2015-07-31,0,0.0
Andrew Gjertsen,2015-07-31,0,0.0
Peter Fuller,2015-05-31,0,0.0
Andrew Gjertsen,2015-08-31,0,0.0
Peter Fuller,2015-03-31,0,0.0
Peter Fuller,2015-02-28,0,0.0
Peter Fuller,2015-01-31,0,0.0
Peter Fuller,2014-12-31,0,0.0
Peter Fuller,2014-10-31,0,0.0
Andrew Gjertsen,2015-05-31,0,0.0
Peter Fuller,2014-09-30,0,0.0
Peter Fuller,2014-08-31,0,0.0
Peter Fuller,2014-07-31,0,0.0
Peter Fuller,2014-06-30,0,0.0
Andrew Gjertsen,2015-09-30,0,0.0
Andrew Gjertsen,2015-12-31,0,0.0
Peter Bühler,2017-10-31,0,0.0
Andrew Gjertsen,2016-01-31,0,0.0
Peter Fuller,2015-08-31,0,0.0
Andrew Gjertsen,2015-04-30,0,0.0
Pete Takahito,2016-11-30,0,0.0
Peter McVee,2016-11-30,0,0.0
Peter McVee,2017-07-31,0,0.0
Peter McVee,2017-06-30,0,0.0
Peter McVee,2017-05-31,0,0.0
Peter McVee,2017-04-30,0,0.0
Peter McVee,2017-03-31,0,0.0
Peter McVee,2017-02-28,0,0.0
Peter McVee,2017-01-31,0,0.0
Peter McVee,2016-12-31,0,0.0
Andrew Gjertsen,2015-03-31,0,0.0
Peter McVee,2016-01-31,0,0.0
Peter McVee,2016-09-30,0,0.0
Peter McVee,2016-08-31,0,0.0
Peter McVee,2016-07-31,0,0.0
Peter McVee,2016-06-30,0,0.0
Peter McVee,2016-05-31,0,0.0
Peter McVee,2016-04-30,0,0.0
Peter McVee,2016-03-31,0,0.0
Peter McVee,2016-02-29,0,0.0
Peter Bühler,2017-08-31,0,0.0
Peter Bühler,2017-07-31,0,0.0
Peter Bühler,2017-06-30,0,0.0
Andrew Gjertsen,2016-03-31,0,0.0
Peter Bühler,2015-06-30,0,0.0
Peter Bühler,2015-05-31,0,0.0
Peter Bühler,2015-04-30,0,0.0
Peter Bühler,2015-03-31,0,0.0
Peter Bühler,2015-02-28,0,0.0
Peter Bühler,2015-01-31,0,0.0
Peter Bühler,2014-12-31,0,0.0
Andrew Gjertsen,2016-02-29,0,0.0
Pete Takahito,2017-09-30,0,0.0
Peter Bühler,2017-05-31,0,0.0
Pete Takahito,2017-08-31,0,0.0
Pete Takahito,2017-06-30,0,0.0
Pete Takahito,2017-05-31,0,0.0
Pete Takahito,2017-04-30,0,0.0
Pete Takahito,2017-03-31,0,0.0
Pete Takahito,2017-02-28,0,0.0
Pete Takahito,2017-01-31,0,0.0
Pete Takahito,2016-12-31,0,0.0
Peter Bühler,2015-07-31,0,0.0
Peter Bühler,2015-08-31,0,0.0
Peter Bühler,2015-09-30,0,0.0
Peter Bühler,2015-10-31,0,0.0
Peter Bühler,2017-04-30,0,0.0
Peter Bühler,2017-03-31,0,0.0
Peter Bühler,2017-02-28,0,0.0
Peter Bühler,2017-01-31,0,0.0
Peter Bühler,2016-12-31,0,0.0
Peter Bühler,2016-11-30,0,0.0
Peter Bühler,2016-10-31,0,0.0
Peter Bühler,2016-09-30,0,0.0
Peter Bühler,2016-08-31,0,0.0
Peter Bühler,2016-07-31,0,0.0
Peter Bühler,2016-06-30,0,0.0
Peter Bühler,2016-05-31,0,0.0
Peter Bühler,2016-04-30,0,0.0
Peter Bühler,2016-02-29,0,0.0
Peter Bühler,2016-01-31,0,0.0
Peter Bühler,2015-12-31,0,0.0
Peter Bühler,2015-11-30,0,0.0
Pete Armstrong,2015-07-31,0,0.0
Pete Armstrong,2015-06-30,0,0.0
Pete Armstrong,2015-05-31,0,0.0
Pauline Johnson,2014-08-31,0,0.0
Pauline Johnson,2015-04-30,0,0.0
Pauline Johnson,2015-03-31,0,0.0
Pauline Johnson,2015-02-28,0,0.0
Pauline Johnson,2015-01-31,0,0.0
Pauline Johnson,2014-12-31,0,0.0
Pauline Johnson,2014-11-30,0,0.0
Pauline Johnson,2014-10-31,0,0.0
Pauline Johnson,2014-09-30,0,0.0
Pauline Johnson,2014-07-31,0,0.0
Pauline Johnson,2015-06-30,0,0.0
Pauline Johnson,2014-06-30,0,0.0
Pauline Johnson,2014-05-31,0,0.0
Andrew Roberts,2015-12-31,0,0.0
Pauline Chand,2015-07-31,0,0.0
Pauline Chand,2015-06-30,0,0.0
Pauline Chand,2015-05-31,0,0.0
Pauline Chand,2015-04-30,0,0.0
Pauline Chand,2015-03-31,0,0.0
Pauline Johnson,2015-05-31,0,0.0
Andrew Roberts,2015-11-30,0,0.0
Pauline Johnson,2017-04-30,0,0.0
Pauline Johnson,2016-06-30,0,0.0
Pauline Johnson,2017-02-28,0,0.0
Pauline Johnson,2017-01-31,0,0.0
Pauline Johnson,2016-12-31,0,0.0
Pauline Johnson,2016-11-30,0,0.0
Pauline Johnson,2016-10-31,0,0.0
Andrew Roberts,2015-09-30,0,0.0
Pauline Johnson,2016-08-31,0,0.0
Andrew Roberts,2015-10-31,0,0.0
Pauline Johnson,2016-05-31,0,0.0
Pauline Johnson,2015-08-31,0,0.0
Pauline Johnson,2016-04-30,0,0.0
Pauline Johnson,2016-03-31,0,0.0
Pauline Johnson,2016-02-29,0,0.0
Pauline Johnson,2016-01-31,0,0.0
Pauline Johnson,2015-12-31,0,0.0
Pauline Johnson,2015-11-30,0,0.0
Pauline Johnson,2015-10-31,0,0.0
Pauline Johnson,2015-09-30,0,0.0
Pauline Chand,2015-02-28,0,0.0
Pauline Chand,2015-01-31,0,0.0
Pauline Chand,2014-12-31,0,0.0
Paul Van Hugh,2015-12-31,0,0.0
Paul Van Hugh,2016-08-31,0,0.0
Paul Van Hugh,2016-07-31,0,0.0
Andrew Roberts,2016-04-30,0,0.0
Paul Van Hugh,2016-05-31,0,0.0
Paul Van Hugh,2016-04-30,0,0.0
Paul Van Hugh,2016-03-31,0,0.0
Andrew Roberts,2016-05-31,0,0.0
Paul Van Hugh,2016-01-31,0,0.0
Paul Van Hugh,2015-11-30,0,0.0
Pauline Chand,2014-11-30,0,0.0
Paul Van Hugh,2015-10-31,0,0.0
Paul Van Hugh,2015-09-30,0,0.0
Paul Van Hugh,2015-08-31,0,0.0
Paul Van Hugh,2015-07-31,0,0.0
Paul Van Hugh,2015-06-30,0,0.0
Paul Van Hugh,2015-05-31,0,0.0
Paul Van Hugh,2015-04-30,0,0.0
Paul Van Hugh,2015-03-31,0,0.0
Paul Van Hugh,2016-09-30,0,0.0
Paul Van Hugh,2016-10-31,0,0.0
Paul Van Hugh,2016-11-30,0,0.0
Paul Van Hugh,2016-12-31,0,0.0
Pauline Chand,2014-10-31,0,0.0
Pauline Chand,2014-09-30,0,0.0
Pauline Chand,2014-08-31,0,0.0
Pauline Chand,2014-07-31,0,0.0
Pauline Chand,2014-06-30,0,0.0
Pauline Chand,2014-05-31,0,0.0
Andrew Roberts,2016-01-31,0,0.0
Andrew Roberts,2016-02-29,0,0.0
Paul Van Hugh,2017-09-30,0,0.0
Paul Van Hugh,2017-08-31,0,0.0
Paul Van Hugh,2017-07-31,0,0.0
Paul Van Hugh,2017-06-30,0,0.0
Paul Van Hugh,2017-05-31,0,0.0
Paul Van Hugh,2017-04-30,0,0.0
Andrew Roberts,2016-03-31,0,0.0
Paul Van Hugh,2017-02-28,0,0.0
Paul Van Hugh,2017-01-31,0,0.0
Pauline Johnson,2017-03-31,0,0.0
Andrew Roberts,2015-07-31,0,0.0
Pete Armstrong,2015-04-30,0,0.0
Penelope Sewall,2015-10-31,0,0.0
Penelope Sewall,2016-06-30,0,0.0
Penelope Sewall,2016-05-31,0,0.0
Penelope Sewall,2016-04-30,0,0.0
Penelope Sewall,2016-03-31,0,0.0
Penelope Sewall,2016-02-29,0,0.0
Penelope Sewall,2016-01-31,0,0.0
Penelope Sewall,2015-12-31,0,0.0
Penelope Sewall,2015-11-30,0,0.0
Penelope Sewall,2015-09-30,0,0.0
Penelope Sewall,2016-08-31,0,0.0
Penelope Sewall,2015-08-31,0,0.0
Penelope Sewall,2015-07-31,0,0.0
Andrew Roberts,2014-08-31,0,0.0
Penelope Sewall,2015-05-31,0,0.0
Penelope Sewall,2015-04-30,0,0.0
Penelope Sewall,2015-03-31,0,0.0
Andrew Roberts,2014-09-30,0,0.0
Penelope Sewall,2015-01-31,0,0.0
Penelope Sewall,2016-07-31,0,0.0
Penelope Sewall,2016-09-30,0,0.0
Pauline Johnson,2017-07-31,0,0.0
Pete Armstrong,2014-07-31,0,0.0
Andrew Gjertsen,2017-06-30,0,0.0
Pete Armstrong,2015-02-28,0,0.0
Pete Armstrong,2015-01-31,0,0.0
Pete Armstrong,2014-12-31,0,0.0
Pete Armstrong,2014-11-30,0,0.0
Pete Armstrong,2014-10-31,0,0.0
Pete Armstrong,2014-09-30,0,0.0
Pete Armstrong,2014-08-31,0,0.0
Pete Armstrong,2014-06-30,0,0.0
Penelope Sewall,2016-10-31,0,0.0
Andrew Gjertsen,2017-07-31,0,0.0
Andrew Gjertsen,2017-08-31,0,0.0
Andrew Gjertsen,2017-09-30,0,0.0
Penelope Sewall,2017-03-31,0,0.0
Penelope Sewall,2017-02-28,0,0.0
Andrew Roberts,2014-06-30,0,0.0
Penelope Sewall,2016-12-31,0,0.0
Andrew Roberts,2014-07-31,0,0.0
Andrew Roberts,2014-10-31,0,0.0
Andrew Roberts,2014-11-30,0,0.0
Pauline Webber,2017-10-31,0,0.0
Andrew Roberts,2015-05-31,0,0.0
Pauline Webber,2015-10-31,0,0.0
Pauline Webber,2015-09-30,0,0.0
Pauline Webber,2015-08-31,0,0.0
Pauline Webber,2015-07-31,0,0.0
Pauline Webber,2015-06-30,0,0.0
Pauline Webber,2015-05-31,0,0.0
Pauline Webber,2015-04-30,0,0.0
Pauline Webber,2015-03-31,0,0.0
Pauline Webber,2015-01-31,0,0.0
Pauline Webber,2017-09-30,0,0.0
Pauline Webber,2014-12-31,0,0.0
Pauline Webber,2014-11-30,0,0.0
Pauline Webber,2014-10-31,0,0.0
Pauline Webber,2014-09-30,0,0.0
Pauline Webber,2014-08-31,0,0.0
Pauline Webber,2014-07-31,0,0.0
Pauline Webber,2014-06-30,0,0.0
Andrew Roberts,2015-06-30,0,0.0
Pauline Webber,2015-11-30,0,0.0
Pauline Webber,2015-12-31,0,0.0
Pauline Webber,2016-01-31,0,0.0
Pauline Webber,2016-02-29,0,0.0
Andrew Roberts,2014-12-31,0,0.0
Pauline Webber,2017-07-31,0,0.0
Andrew Roberts,2015-01-31,0,0.0
Pauline Webber,2017-05-31,0,0.0
Pauline Webber,2017-04-30,0,0.0
Andrew Roberts,2015-02-28,0,0.0
Pauline Webber,2017-02-28,0,0.0
Pauline Webber,2017-01-31,0,0.0
Andrew Roberts,2015-03-31,0,0.0
Pauline Webber,2016-11-30,0,0.0
Andrew Roberts,2015-04-30,0,0.0
Pauline Webber,2016-09-30,0,0.0
Pauline Webber,2016-07-31,0,0.0
Pauline Webber,2016-06-30,0,0.0
Pauline Webber,2016-05-31,0,0.0
Pauline Webber,2016-04-30,0,0.0
Pauline Webber,2016-03-31,0,0.0
Peter McVee,2017-08-31,0,0.0
Peter McVee,2017-09-30,0,0.0
Peter McVee,2017-10-31,0,0.0
Quincy Jones,2016-11-30,0,0.0
Quincy Jones,2017-07-31,0,0.0
Quincy Jones,2017-06-30,0,0.0
Quincy Jones,2017-05-31,0,0.0
Amy Hunt,2016-07-31,0,0.0
Quincy Jones,2017-03-31,0,0.0
Quincy Jones,2017-02-28,0,0.0
Quincy Jones,2017-01-31,0,0.0
Amy Hunt,2016-08-31,0,0.0
Amy Hunt,2016-09-30,0,0.0
Quincy Jones,2017-09-30,0,0.0
Quincy Jones,2016-09-30,0,0.0
Quincy Jones,2016-08-31,0,0.0
Quincy Jones,2016-07-31,0,0.0
Quincy Jones,2016-06-30,0,0.0
Quincy Jones,2016-05-31,0,0.0
Amy Hunt,2016-10-31,0,0.0
Quincy Jones,2016-03-31,0,0.0
Quincy Jones,2016-02-29,0,0.0
Quincy Jones,2017-08-31,0,0.0
Quincy Jones,2017-10-31,0,0.0
Rachel Payne,2016-04-30,0,0.0
Rachel Payne,2015-06-30,0,0.0
Rachel Payne,2016-02-29,0,0.0
Rachel Payne,2016-01-31,0,0.0
Amy Hunt,2016-02-29,0,0.0
Rachel Payne,2015-11-30,0,0.0
Rachel Payne,2015-10-31,0,0.0
Rachel Payne,2015-09-30,0,0.0
Amy Hunt,2016-03-31,0,0.0
Rachel Payne,2015-07-31,0,0.0
Rachel Payne,2015-05-31,0,0.0
Quincy Jones,2017-11-30,0,0.0
Rachel Payne,2015-04-30,0,0.0
Rachel Payne,2015-03-31,0,0.0
Rachel Payne,2015-02-28,0,0.0
Rachel Payne,2015-01-31,0,0.0
Rachel Payne,2014-12-31,0,0.0
Rachel Payne,2014-11-30,0,0.0
Amy Hunt,2016-04-30,0,0.0
Amy Hunt,2016-06-30,0,0.0
Quincy Jones,2016-01-31,0,0.0
Quincy Jones,2015-12-31,0,0.0
Amy Hunt,2016-11-30,0,0.0
Pierre Wener,2015-09-30,0,0.0
Pierre Wener,2016-05-31,0,0.0
Pierre Wener,2016-04-30,0,0.0
Pierre Wener,2016-03-31,0,0.0
Pierre Wener,2016-02-29,0,0.0
Pierre Wener,2016-01-31,0,0.0
Amy Hunt,2017-02-28,0,0.0
Amy Hunt,2017-03-31,0,0.0
Pierre Wener,2015-10-31,0,0.0
Pierre Wener,2015-08-31,0,0.0
Quincy Jones,2015-10-31,0,0.0
Pierre Wener,2015-07-31,0,0.0
Pierre Wener,2015-06-30,0,0.0
Pierre Wener,2015-05-31,0,0.0
Andrew Allen,2014-06-30,0,0.0
Pierre Wener,2015-03-31,0,0.0
Andrew Allen,2014-07-31,0,0.0
Pierre Wener,2015-01-31,0,0.0
Pierre Wener,2014-12-31,0,0.0
Pierre Wener,2016-06-30,0,0.0
Pierre Wener,2016-08-31,0,0.0
Amy Hunt,2017-01-31,0,0.0
Quincy Jones,2014-04-30,0,0.0
Quincy Jones,2015-09-30,0,0.0
Quincy Jones,2015-08-31,0,0.0
Quincy Jones,2015-07-31,0,0.0
Quincy Jones,2015-06-30,0,0.0
Quincy Jones,2015-05-31,0,0.0
Quincy Jones,2015-04-30,0,0.0
Quincy Jones,2015-03-31,0,0.0
Quincy Jones,2015-02-28,0,0.0
Quincy Jones,2015-01-31,0,0.0
Quincy Jones,2014-12-31,0,0.0
Quincy Jones,2014-11-30,0,0.0
Quincy Jones,2014-10-31,0,0.0
Quincy Jones,2014-09-30,0,0.0
Quincy Jones,2014-08-31,0,0.0
Quincy Jones,2014-07-31,0,0.0
Amy Hunt,2016-12-31,0,0.0
Quincy Jones,2014-05-31,0,0.0
Rachel Payne,2016-03-31,0,0.0
Rachel Payne,2016-05-31,0,0.0
Andrew Allen,2014-09-30,0,0.0
Ralph Kennedy,2016-11-30,0,0.0
Ralph Kennedy,2017-07-31,0,0.0
Ralph Kennedy,2017-06-30,0,0.0
Ralph Kennedy,2017-05-31,0,0.0
Ralph Kennedy,2017-04-30,0,0.0
Ralph Kennedy,2017-03-31,0,0.0
Ralph Kennedy,2017-02-28,0,0.0
Ralph Kennedy,2017-01-31,0,0.0
